,tweet
2846,i have gone this entire morning thinking it wa tuesday
2847,please for the love of god STAY HOME SO WE CAN HAVE HALLOWEEN
2848,every night i fall asleep and hear the woof my dog make in her sleep 😣😣 my heart is warm
2849,tell me why i thought north korea wa actually bombing u when the tornado warning alarm came on
2850,who tf let me take summer session class
2851,I love my writing teacher sm plsss
2852,now I’m no mathematician but pretty sure it doesn’t take 7 cop to arrest 1 person
2853,Mask mandate wa lifted Saturday but over 3 4ths of the people in Walmart are actually still wearing one I'm thoroughly impressed
2854,When is the person trying to log into their apple account going to realize the text are going to someone else's phone It won't stop
2855,If what I think getting announced doe in fact get announced tomorrow morning I'll be overjoyed
2856,anytime someone reposts joe rogan like he said something profound it’s an immediate unfollow for me
2857,finally found the perfect cowboy boot on ebay after searching for week 🤠
2858,think I spent 8 hour playing animal crossing today
2859,I mean Japan wa the favorite
2860,I've withdrawn over 5 figure approaching 6 with no issue don't care g
2861,ppl really don't know what a joke is lmao
2862,the way pier morgan defender will say that freedom of speech is dead a if pier didn’t have the freedom to spout nonsense about meghan markle for year i’m afraid what he’s experiencing now are these little thing called consequence 🙄🙄 #piersmorgan
2863,some people are so cucked by the royal and for what lmao
2864,not asda having only one checkout lane open i’ve been standing in this line for like 20 minute with my food slowly defrosting without people social distancing around me 💀💀💀
2865,Are the #Gogglebox cast told to sit in the same place week in week out or is that just human nature
2866,Most depressing thing about living in a damp student room even my fake flower are wilting
2867,It make me happy when I watch comedy panel show and my favourite comedian get along WE CAN ALL BE FRIENDS
2868,#TheReceiptsPodcast got me listening to old school Usher 🤩👏
2869,Here for the #gbbo and #masterchef tweet only
2870,#FederervsDjokovic intense What a match
2871,Congrats Being a parent is the best 😊
2872,Agree with this 100% he made mistake but went through unimaginable grief and played through it Got a lot of unwarranted hate from Spurs fan I hope he get a new club and doe well
2873,This bunch of player is something special Really are something to be proud of and a world away from the utter trash running the country
2874,BBC News Andrea Levy Small Island and Long Song author dy aged 62
2875,When you're 7 year old 'Biscuit' seems to be a legit answer to the question 'what do you want to do today ' #Kids
2876,Also two whole episode this season with no D'avin at all ☹️ #killjoys
2877,$RMO any battery buff understand this Are they promising
2878,Their website doesn't seem to mention Axa nor Thales unless contained within a PDF or medium file
2879,$WISH from email newsletter today 0 5bn customer Amazing if literally 'shoppers' and not repeated transaction etc How we're doing 500M Shoppers 1M Merchants 200M Items 100 Countries
2880,An inspiring afternoon spent hearing the impact of #FGM first hand from an incredible survivor One in three woman will experience gender based violence in their lifetime A shocking statistic that brings home the prevalence of this issue
2881,Another brilliant initiative by Let's do what we can to support those who need it most #AgentTechAway
2882,What a panel There's still time to sign up if your interested in all thing user experience and people focused design
2883,Specialty starter or light bite featuring laverbread
2884,I suppose it won't harm his book sale either It would be said in conversation with Madeley perhaps it wa a Freudian slip
2885,#NoMoreLockdowns #NoMoreLockdowns not great people who promote this stuff are pretty irresponsible The new variant now emerging appear to be adversely affecting younger people take a look at South America keep yourselves safe and remain cautious
2886,Every time I hear the drop on Pressure All I can see is 💁‍♂️🤷‍♂️
2887,I think I’ve watched the #AfterLife outtake more than the actual series Both are brilliant but the outtake are non stop cracking up and I hope there’s more of it in series 3
2888,Today I Learnt that LL Cool J stand for Ladies Love Cool J unreal #shocked #TIL
2889,When your mother in law come in the room when your in the middle of a Carole baskin shout out on stream 😂 now I have to explain why I had a helmet ⛑ on 😂 #streamstories #twitchstreamer
2890,This will haunt me forever #untildawn #scared #twitch
2891,Just ordered my Elgato hd60 s capture card beyond excited 😆 nice little birthday present for myself for next week
2892,I love how Javer only started to suspect Jean Valjean wa the mayor bc of his big beefy muscle
2893,Superposition of Eulers
2894,ERNEST LAWRENCE’S 60 INCH cyclotron in Berkeley NOT CLICKBAIT
2895,Day five and we just spent £10 on egg fried rice
2896,As a copy writer you’d think that writing speech would be my forte I can confirm it is not🥴
2897,Only food can turn this day around
2898,Only 65 day until baby girl is due 😀 but on the other hand SHIT ONLY 65 DAYS UNTIL SHES DUE
2899,1 Home schooled 3 child more 👩‍🏫 which lead to 2 drank more wine and created a whiskey wine cocktail 🤤 3 walked more Some week I'm getting over 30 mile without leaving my house 😳 4 hid from the kid more hence the 30 mile whiskey wine from the home schooling 😂
2900,His last delivery wa 25 MILES from my house He couldn't stop apologising for something that wa definitely not his fault 6 7 driver hadn't turned into work because they were celebrating Eid so I'm assuming Safwaan missed most of his Eid celebration with his family 😞😞😞😞
2901,No having anxiety isn’t a dramatic act or make you crazy It’s a real thing &amp many people have to deal with it so please don’t judge
2902,I just met Tyga wth 😂
2903,Can’t wait to meet the love of my life &amp be happy living life with them
2904,The FOMO not being in a pub with everyone is real 😭
2905,Dunno what’s worse u losing or this covid that’s riddled all over me body
2906,Breakdown very much pending not sure how much I can take of this 😩
2907,Post university anxiety is creeping in now like 1 5 month left out of 5 year 😬
2908,Somehow have to try and get a water sample from my dog and I just honestly don’t know how😂
2909,Makes me feel proper uncomfortable when I see people eating full on meal in their bed
2910,Perhaps you could explain then why anyone would want to take an experimental therapy with no long term data that doesn't prevent infection or transmission of a supposed novel virus with an IFR 0 1% very similar to regular flu
2911,Lol Penetration of cloth mask by particle wa almost 97% This study is the first RCT of cloth mask and the result caution against the use of cloth mask
2912,The Non Nonconformists I'm Just Doing My Job via
2913,don’t appreciate having my food delivered to the wrong address
2914,when cat sits on my foot and make them warm 🥺🥺🥺
2915,i love how quiet it get when it snow
2916,I know Just pop the subtitle on Sorted
2917,She ha kid with him Whata mistake to make
2918,I had a day off Uni lounging and recovering from a hangover a my folk had gone on holiday Turned on the news Headache instantly gone Crazy day
2919,Michael Beasley is 32
2920,yea this aint it imma call u newb
2921,he fucking horrible
2922,My investment investing in me Sit back and watch it come to you
2923,Don’t be too hard on yourself forgive yaself for applying to much pressure and not leading with grace
2924,When I see the homies succeed creating more getting their idea out it inspires me to go harder No jealousy no competition just motivation
2925,so we saved the liquid from when we cooked some rhubarb the other day and froze it into ice cube just had a couple cube in some lemonade and it's amazing and mum and i are genius
2926,I cannot describe how nice it is to finally have a phone that ha a battery that will last longer that ten minute without needing to charge again lmao
2927,Video interview in your slipper is one of the weirder side effect of the pandemic but i won't complain lmao
2928,The fact that I went to high school with someone who wa in that group and wa an ab ser Like all a group of sickos tbh
2929,Bruh on god I don’t be aiming anything directly towards anyone if I do I’m say it to your face Idgaf about myself tf make anyone think igaf about them and they feeling if I don’t like them 🥴
2930,AS SHE SHOULD
2931,Repeatedly saying I’m the least racist person in this room is a great indication that you are racist #Debates2020
2932,At what height in the sky doe the Chicago bean look like a normal sized bean
2933,Just listen to the police Just listen to the curfew What would’ve happened if the Civil Rights protester in the 1960s just listened to the cop and stopped their sit in or just stopped their Freedom Rides Change start by defying the unjust authority in place #BLM
2934,Had a dream me and the guy went to go see a new saw film that wa really mellow Just people going through jigsaw stuff after he died
2935,Ikea Vegan Hog Dog
2936,Resisting the urge to label mulder a himbo
2937,'The natural law is real but it is not authoritarian It is our participation in God's real creative freedom and what flow out of that participation is the ability to create within the world and not against it The natural law is the setting then for true liberty '
2938,FULL TIME Linfield win 3 2 Linfield's second half substitution and Manzinga's quality gave them the edge in a pulsating encounter at Shamrock Park
2939,Very good analysis and a good demonstration of why you should treat anything your told by the BBC with the utmost care
2940,Focus on the goal you’ve set and celebrate how far you’ve come since then Rather big or small be happy for yourself that you’ve accomplished something #igotoutofmypjstoday #InternationalSelfCareDay
2941,Kids make the most out of every situation they face Be like a child today and make the most out of it You’ll smile more #TuesdayThoughts #followthewheeler
2942,God never fails and he certainly never forgets about u So trust in Him in all that you do
2943,They say that dream mean thing but last night I dreamt I wa singing Breaking Free from High School Musical with so what doe that mean 😂
2944,I wish I could be the sort of person that find money when sorting through old purse and bag Instead I find sanitary pad and empty packet of travel sickness tablet
2945,If anyone’s wondering how my day’s going I’ve just bought the biggest bottle of banana milk I could get my hand on cause emotionally I need it and I’m fairly lactose intolerant
2946,I work in DC I live 15 minute from the Capitol Building I walk my dog down the National Mall at least once a week I left work early today from the riot This is horrific This is scary This is terrorism #DCProtests
2947,local saying not all cop are missing the point and showing their underlying racism that we all knew wa there in the first place
2948,people are only a tough a their phone allows them to be
2949,Everytime I've made my account private people lose their shit when I comment or retweet something I promise I'm not talking shit I just had to hide my account from someone 🥲
2950,I'm gonna aspire to be my mirroverse self 😌 If that's a good thing or not idk
2951,Me&gt I'm fine Also me&gt 24 7 star trek on my mind
2952,God I really hope Etsy seller can’t see the name of the list I add their product to
2953,I love asking my boyfriend the biology student really complicated physic question and seeing his brain melt
2954,Someone tell me why I just tried to call someone on the calculator app and couldn’t figure out why it wasn’t working
2955,When you find out someone you sat next to for a half hour meeting tested positive for COVID but no one told you So you measure with the principal and were within 6 ft but they don’t count you a a close contact because they don’t want you out 😬 #education
2956,I’m terrible at taking sick day from work so this morning Taylor go think about the kitty hot chocolate and Criminal Minds on the couch And I’m staying home 😂
2957,I love giving my student little bit of info and watching them get woke 😂 one made a comment about being afraid to tell people when she’s suicidal because of the large ER bill her family got last time and I told her about country with free healthcare and her mind wa blown
2958,me finish book 100 of the year get excited to relax and watch trash tv the rest of the year also me start book 101 ten minute later
2959,I’m getting the vaccine on Wednesday 😭😭😭
2960,it’s so boring to not have a crush on anybody
2961,Anyone else feel REALLY uncomfortable when the panda tell the kid Don’t tell the adult it’s our secret This is a huge Safeguarding no no
2962,It’s been several week now and I’m still laughing at saying Living room living room in increasingly frustrated tone
2963,A huge thank you to the Twitter team for keeping u all up to date on your progress it's been really appreciated by those of u who weren't able to join you
2964,why is kareem hunt allowed to be in the league
2965,people who advocate for an edit button haven’t really thought about how disastrous that would be
2966,a female peacock isn’t even called a peacock it’s a peahen i shit you not
2967,If im your last resort dont even bother
2968,Selling my 4 day lollapalooza pas Message me if interested
2969,Everything happens for a reason people always remember that
2970,The Fourth of July is my favorite holiday for a long a the Nathan’s Hot Dog contest take then the appeal dissipates
2971,I have to live with my roommate for 2 5 more day and I question whether my sanity can even take that
2972,You mean to tell me that I’m being forced to take all online class which require no classroom or anything physical of any kind and I have to pay more than in person class
2973,Hi 👋🏻
2974,u cry a lot
2975,Thought I would be brave and sit in between two boy in Ochem Ring check They're both married 😒 #BYUProbs
2976,In the awkward year of being too old for the kid table but also still too young for the adult table
2977,Why is everyone moving to Hawaii did I miss something
2978,Can’t believe there wa a time when fergalicious wa a new song and everyone experienced that magic for the first time
2979,Doctors today are what first responder were after 9 11 They need our support and Congress ha to support doctor in the next coronavirus emergency funding bill by ending surprise medical bill with an independent dispute resolution system
2980,Government rate setting is not the solution to surprise medical billing It protects the profit of in company &amp cause physician shortage &amp hospital closure in rural community Solutions exist that don’t put patients’ access to care at risk
2981,Pharmacy Benefit Managers are the first line of defense against rising drug cost Unnecessary and burdensome government regulation make it harder for them to save you money
2982,Martin Braithwaite will be out 3 4 month due to problem in his knee cartilage according to
2983,FC Barcelona ha between 60 and 70 million Euro to spend in the winter market and the priority is to sign Dani Olmo per TV3
2984,This ha NOTHING to do with what happened What she wa doing 6 month before good bad medium make no difference to what happened on that day
2985,Boss ha ordered everyone to work from home for the foreseeable to avoid the spread of coronavirus this is mental
2986,Once you go Fever Tree you never go back
2987,Packing up and moving out of Sheff today wa one of the hardest most emosh thing I’ve had to do Ever S11 ily
2988,modern family is a quality show
2989,how nice is having friend who are interested in your life n get excited for you x
2990,wish my first reaction to everything wasn’t cry
2991,I think i’m addicted to dead by daylight
2992,Dan Smith playing oblivion on his IG live ha absolutely topped my week off 🥺
2993,Married At First Sight Australia is soooo juicy this season
2994,woman say they want a man who ha his life together so how come whenever i show one the seven days’ worth of microwaved broccoli carrot circle and chicken breast i keep in a tupperware in my fridge at all time they are instantly rendered catatonic with clinical depression
2995,thinking of graduating from oxbridge and then making £800 000 per year from a weekly newspaper column exploring such topic a the much maligned cauliflower
2996,fuck off calling your book eleanor oliphant is completely fine twee curly license free font horseshit radio 4 book club dick as call your book Pussy Popping At The Homicide Casino or i am not reading it
2997,Trader Joe’s orange chicken is lowkey better than the orange chicken at most Seattle area Chinese restaurant
2998,I need like 6 week on a vacation with my bffs to a place with no cell reception and I just think that would solve a lot of our problem
2999,Sometimes you just really need a good who the fuck am I and what on earth do I want cry
3000,Motivation Wednesday Night I AM the powerhouse of the cell
3001,I’ve been awake for 21 hour
3002,Instead of letting me get to know you just slide over your amazon order history so i can really capture what kind of person you are
3003,i wnat hug
3004,denmann brush r so therapeutic to clean
3005,ok ok not to be pick me or anything but like ppl who say that the bo burnham special inside is about him adhering to COVID guideline are missing the point it not about him staying quarantined out of force necessarily it just about him staying inside and out of hte public eye
3006,I think in part we're misreading some of these antic He's a supremely narcissistic Pol and a such he feel he can do just about anything and act just about any way he like He's tone deaf and it's not a new habit
3007,Number one lesson 20 year on and we still have enemy Test this against ANY 20 year span in our history Resist those who will dominate you
3008,I say he's still pretty wiley A touch of senility might be turbo charging his wileyness and he naturally love the attention of his courtesan 'handlers'
3009,orange is a fruit a flavour and a colour and an orange is all three combined madness
3010,Sucks feeling like you’re bugging someone like hello do you want to be in my life or not
3011,Wish growing your hair wa a quick a chopping it off
3012,Suddenly working 7 day a week thought I could cram in load of work to save more money but ended up with no day off 😂 stupid
3013,I feel devastated for the team and the die hard fan Italy did not deserve that win they were bully #Euro2020Final #eng
3014,Thought I’d try and watch ‘Lost’ and I am now so hooked I love it #lost #DisneyPlusStar
3015,Home pet and car ownership is great fun until you have to replace your roof the cat need surgery and your tire blow out all in a month 🙃
3016,The entire aesthetic and stake of the original fast and the furious is immaculate Letty’s boot sunglass and hair in the her intro couldn’t be better
3017,The last paper I wrote a an undergrad wa whether I believed math wa created or discovered I wrote two paper one defending each and I still don’t know which I submitted
3018,Everything go to financial security to be able to afford decent housing
3019,Awe That's far and kind Blessings
3020,Awe Appreciate that Kim Who know where I will land I'm going to take my time It make me concerned about the shortage of affordable housing for our aging population I don't want to be warehoused
3021,come to think of it I actually have never heard a Catholic man apologize
3022,okay deja vu is doing something for me that driver's license never did and I think it might have something to do with those washed out low fi drum that come in at like 1 30 10 10 production choice
3023,this is not to say I don’t love helping out on CTL or volunteering I just don’t love doing it all at once during final to check a box off 🙃
3024,Animaniacs on netflix Amazing
3025,Spent all morning hiking a mountain and exploring waterfall Normal people take nap to recover I hit the gym twice a hard #goals
3026,Tweeting celebrity 31 year older than you to a fight is a stupid trend I’d rather get a beer with you and cheer on the and thank you for all the work you do with them
3027,lorde writes one ONE song about her dog who passed shortly following and now im cry on the pink line
3028,horseshoe crab are so sweet and gentle i love them
3029,my subconscious just be pumping the most hurtful scenario into my dream and i for one do not appreciate it
3030,what's the diagnosis for when ur dog sits down but headfirst
3031,i wa the type of kid who would just collect and sit on million of coin or currency in video game because not having that stability made me incredibly anxious and my roommate said i should start seeing my therapist again
3032,ayo govvy hook me up w that stimmy if you know how the flow go y feel
3033,Love having an Asian name because the lecturer never pick on me in these zoom class
3034,Why do I get the most view when my story are boring
3035,You’d never be able to sell me magnetic lash
3036,Just finished Different for Girls Just for One Day by not sure which title she prefers &amp loved it Bittersweet &amp funny
3037,I wonder if the ubiquity of spell checker will change the evolution of language #ShowerThoughts
3038,Amazing show last night from w special guest thanks and Navetta Bros
3039,Very proud to work for such an amazing trust with such fab people #BBCHospital 💙
3040,This country is screwed let’s be honest
3041,Having Covid is the weirdest feeling the symptom are constantly changing
3042,Finding it very hard to detach my love for the club and it’s lack of action over Mendy In my opinion having anyone playing professional game with an open investigation especially this severe is inexcusable
3043,I haven’t said anything in regard to the case the allegation the crime I honestly have no idea how you’ve drawn that conclusion
3044,You can choose not to play a player That’s no different in any squad anywhere in the world
3045,watching fleabag for the first time and y'all weren't lying Hot Priest is indeed hot
3046,extremely dangerous of chicago style to give the illusion that what i'm writing is mature and sophisticated simply because it ha footnote
3047,tried to look up my mom’s instagram and just typed mom into the searchbar did not work
3048,just took my little sister’s fake prom picture at the same place i took mine while one of her friend wore my old dress i am feeling very sentimental
3049,i wa debating whether or not i should mute someone whose tweet constantly piss me off but now that twitter is introducing anonymous dislike i’m gonna turn their post notifs on
3050,the most embarrassing thing ever just happened to me oh my god waiting at the le schwab tire for my tire to get repaired and they just drove my car up about 15 foot away from me and my phone connected to the bluetooth and i heard my car start BLASTING barbie tingz by nicki minaj
3051,i got a shit load of extra taco bell and yknow what when god provides we don’t ask question
3052,how do i explain to a potential roommate that i like gaudy cringey item not in a haha this statement is so funny but in a new age ironic my life is satire millenialcore kind of way
3053,anything david attenborough narrates is gold
3054,If drug are banned from sport why isn’t makeup banned from beauty pageant
3055,Simpin aint pimpin
3056,Don’t let anyone ruin your day it’s YOUR day Ruin it yourself
3057,summer just fully went to me speaking of singstar hun we weren’t even talking
3058,i can’t believe quorn chicken nugget are that good
3059,how can a person look at lizzo and not think she’s hot it make no sense
3060,#MUSpartans WR Joseph Powell wa a full go at practice today Good sign for the upcoming scrimmage Kalamazoo
3061,I need a burner account ASAP
3062,There’s no way Godzilla loses right He’s literally fought worse kiaju before and still won 🤷🏽‍♂️
3063,That is absolutely disgusting 🤮
3064,How am i forgetting my mask this far down the line 🙃🙃🙃
3065,Not even close to pretty but much needed 3 point 🔴⚪️⚫️
3066,Hypothetically if you started a new job and one of your colleague wa a jake from love island stan what would you hypothetically do
3067,Omg flashback to emma blackery girl ball merch and the fact that i spent money on it
3068,Omg flashback to emma blackery girl ball merch and the fact that i spent money on it
3069,Every episode of Curious George ever the human inexplicably leave a chimpanzee in charge of something important wacky hijinks ensue
3070,I wa sort of hoping for a more gradual transition into winter
3071,Voted by mail and nagged my husband into actually voting My civic duty is complete
3072,Boys with mullet deserve everything and more
3073,Only thing worse than men is bald red sweaty middle aged one
3074,Just get yer jab and shut yer moof
3075,What the fuck is this Twitter update
3076,how do parent of twin make sure they are calling them the right name what if they’ve actually been called their twin name their entire life and no one know what if my name is actually Kyle Did my parent mess up too
3077,i hope is having a great day
3078,THIS IS AMAZING
3079,4 never take a first hour class
3080,see you there
3081,How is Fields not the starter
3082,Jeudy
3083,OT OT
3084,Nah Dias deffo got juice last season
3085,Reminder that City and United finished on the same number of point in 15 16
3086,Wow we aren’t the favourite this time
3087,cry on the toilet
3088,Remarkable how little some of u will leave behind
3089,Sorry man I been suckin off the grid
3090,People who sell wedding engagement ring on Facebook make me very uncomfortable
3091,I literally THOUGHT about a weighted blanket and it popped up a an ad on my Facebook 🙃
3092,After like 4 month I am finally over an emotionally manipulative asshole and I think I deserve both a slap in the face for taking that long and also a pat on the back for getting through it🤷🏻‍♀️
3093,I have cher’s dark lady stuck in my head but instead of the word ‘dark lady ’ my brain is substituting ‘dutch baby’
3094,mmm big fat baked sweet potato for lunch sour cream and hot sauce
3095,I’m a HORRIBLE PERSON but one of my VERY FAVORITE THINGS is watching HUGE RICH TOURIST FAMILIES get on the El and then ALL FALL DOWN when the train start moving
3096,watching netflix original film scare me because the acting is either really bad or tolerable
3097,this world is so small I swear everyone know at least 1 person you might know
3098,my washer and dryer be hitting the VOCALS for no absolute reason
3099,I miss California 💔
3100,I’m done being replaceable to my friend
3101,Update almost 10 hour since the first modern vaccine Arm stiffness and pain ha definitely worsened I can’t hold my arm over my head and it hurt to lift my arm up to eat or do anything Can’t move myself on the bed or do thing with my left arm 😬
3102,update my gran called me an emo and walked out
3103,wish i wa good at singing it’s actually a bit embarassing
3104,might just not wear glass when i leave the house more often i’m just in a blur and it’s so much more relaxing than seeing everyone
3105,Had my hair cut 😀
3106,When I see your face there's not a thing that I would change
3107,Xmas shopping all done thank god 😅
3108,Am I the only person that wa triggered watching a comedy about a 21 year old forced into marriage shown through the male gaze How much longer are we going to normalize this #30weds21
3109,These people are our nation Amplify their voice with every breath you can #FarmersProtest #FarmersStandingFirm
3110,Give the #FarmersProtests at least half the time you spend staring at menu before eating food coming from those very farmer #FarmersStandingFirm
3111,sometimes i think life is rough then i remember the one time i drank the starbucks witch’s brew frappachino and i feel le bad that ish nasty
3112,i love outerbanks don’t get me wrong but like why do they call him john b instead of just john like the only reason someone need to use their last initial is on the bachelor &amp there’s multiple people with the same name but there’s only one john &amp they all know his last name
3113,this is iconic hannah
3114,i cant wait to like get my own place and get a lil cat someday im allergic to cat but it Ok
3115,i really do genuinely wish him a good and fast recovery he used to bring me a lot of comfort he’s young and said he’s getting good care but it’s so traumatic and awful i really hope he’s doing alright
3116,hope dream had a good birthday todayy
3117,THREE of my friend are doing their viva this week and I am EXCITED FOR CELEBRATIONS 🍾
3118,Just download the Researcher app if anyone ha tip please let me know 🙏
3119,Does anyone else have to listen to extremely high energy music in order to work or is that just me
3120,10 10 reading my yearbook will always cheer me up
3121,unreal how much i love my new tattoo
3122,cannot believe i wa at an actual gig tonight and now i’m on my way to an actual nightclub truly feel like me again i am thriving
3123,Can we get an app that doesn’t have a chat feature I hate the pressure to socialize on every single platform like is it too much to ask for mindless consumption
3124,Being a curly haired ginger and walking into a hair salon full of woman is a level of celebrity my social anxiety cannot handle
3125,So doe anyone else carry their animal around the house on a tour to look out all the window so they know what it’s like to be big
3126,Christmas sucked Didn't get the heelys I wanted so how am I supposed get these lady to swoon
3127,How the heck am I supposed to show off my rad new tube sock when class is online now DAMN YOU CORONA
3128,Who's the bastard that got my cat to develop the kink of liking his as slapped Lord know it wasn't me and I'm scared
3129,who saw new Alan Partridge and VEEP last night Double dunter of genius comedy D
3130,why is there part of a dead animal in the de courcy's arcade wheelie bin this morning #fb
3131,roll n' square sausage and a cup of tea from Robyn's Nest on Maryhill Rd AMAZING
3132,excited for my transition from a gay who can’t drive to a gay that drive badly
3133,i have till morning to have written 6000 word and all i can do is listen to tiktok sound
3134,thinking about when i told my old coworker i had a gf and she said i wa ‘so brave’
3135,I know of no more encouraging fact than the unquestionable ability of man to elevate his life by conscious endeavor Henry David Thoreau
3136,The more I learn about art history in general the more I tend to appreciate modern art and it difference
3137,Great vacation are meant to recharge u Spent four day with some of my best friend in the Keys and ready to get back to it
3138,y’all ever just sob in the vinbúðin
3139,did i just drive over an hour to go to the closest trader joe’s and pretend i wa still in california yea will i do it again also hell fucking yea
3140,should i skip class just to listen to phoebe and maggie’s iris cover on repeat i think yes
3141,went to the bathroom at about 5am yesterday mouse ran out from inside the closet pee on my pant pee on the floor mouse gone
3142,centipede just ran across my bed while i wa in it knocked a year off of my life expectancy for sure
3143,drop some creative fun instagram caption
3144,What ha happened to America People of color can’t peacefully protest for basic human right and dignity without running the risk of getting beaten or pepper sprayed but a group of bitter white mostly male can break into the Capital with weapon while the police do nothing
3145,Day 3 of law school Law professor There are people who love you and people will listen to you talk about law school Not both Me thinking I need to find this unicorn
3146,I love the feeling of not studying enough and studying too much There is never a middle ground during final season of law school
3147,hot take but the taylor swift cardigan look like something from Justice
3148,i’d like to share that i am the happiest i’ve been in a very long time
3149,when i wa taken off anesthesia today i told my mom that i wa on chopped and that i didn’t do well
3150,Latinx Americans PLEASE hear #trump calling people of your culture rapist murderer and low intellect and VOTE FOR
3151,someone please explain to me how our queen had time to create the masterpiece of #evermorealbum while soaking in folklore’s success AND re recording 5 previous album she is too good to u 💙💙
3152,WHY did the end of The Good Place leave me sobbing and grieving 😭🥺 I put watching the show off for a long time but would so recommend watching
3153,i no longer sympathize with college student and final been there done that ive done worse
3154,my vibe is garth Brooks song the thunder roll but the 3rd verse when the wife shoot her husband for cheating on her
3155,Just a casual day at Oklahoma state university
3156,Chris tell elaborate story of how he and Michael lost 2 different lifeguarding whistle Me wow you really blew it didn't you
3157,okay but my self esteem ha multiplied by 772827 since I got my brace off
3158,Baby write this down
3159,It’s the hypocrisy for me
3160,It’s never to late to take a nap
3161,I have to put it on every social medium platform I have because I am so proud of myself I GOT ACCEPTED TO AN INTERNSHIP IN AUSTRALIA TODAY
3162,it’s time to address the main problem of homelessness it make me uncomfortable to see it
3163,my gf's large cat is the big boy and the dog is the little guy even though the dog is bigger than the cat i will never explain this bc it’s not my job to educate you
3164,all these antivax and antimask people dying of covid i think is le about them staying true to their belief and more that they literally can’t imagine it happening to them no matter how much it happens to others rip to you but i’m different playing out on a mass scale
3165,If you still drink cow's milk please do a quick Google search on what is actually in it and what industry your supporting You'll be disgusted
3166,I can't look at a bug without thinking how many bell I could sell it for Animal Crossing ha really done a number on me
3167,If u delete and download and send me proof I will Venmo u money Thank u
3168,Why do we apologize when we get emotional a if no other human ever get emotional too Why have we learned to say sorry for a very normal and innate thing
3169,Catch me in your local sizzler wearing acid wash jean my husband’s sweatshirt and enjoying the Simpsons Halloween special on the TV
3170,Just ate a toasted PB &amp honey sandwich for lunch IT WAS ABSOLUTE BLISS What are you having for lunch today
3171,i hate being one of the boy bc one of them just sent me a picture of his poop🥲
3172,did y'all grow up watching happy tree friend or wa i just mentally ill
3173,idk who need to hear this but i'm proud of u
3174,me and rachel are sitting in mcdonald’s talking about how we spend too much money on food and a the guy at the table behind u is leaving he lay down $10 and say have a great day and walked out i’m cry
3175,sometimes when my dad is mad at me i call him papa smurf and it make him even more mad but i think it’s hella funny
3176,cry in the krispy kreme parking lot cause the girl in the drive thru gave me an extra doughnut and told me to have a beautiful day
3177,A week ago I wa telling my mom I don’t want kid for awhile cause I’m not ready for the responsibility &amp I have a lot to work on to be the best parent I can be But I had a dream I had a baby and woke up sad bc I don’t have one 😩
3178,You know what work better than therapy Watching Mamma Mia
3179,Whenever I see a big truck I automatically assume they’re most likely conservative &amp racist
3180,At every job I’ve ever worked my supervisor get frustrated that I don’t retain information immediately or that I need thing to be repeated multiple time And not only is it really disheartening to be treated like I’m not trying or that I’m stupid it ha crushed my confidence
3181,If you have to announce that you treat woman right I am inclined to believe the exact opposite
3182,Idk how to explain it but watching snap video take energy
3183,if he’s smooth talkin so rockin got everythin that a girl wantin a cutie play it groovy you cant help yourself from doin something stupid think your fallin for his smile butterfly when he say your name got somethin special Then he’s probably just tall
3184,i wish i had a boyfriend for the sole purpose of building my ikea furniture for me
3185,some of you actually got to ride in the car shaped shopping cart and it show
3186,Just finished Shang Chi with Best MCU movie
3187,No fucking way Trump said If only we had Robert E Lee to command our troop in Afghanistan BRO HE WAS LITERALLY ON THE LOSING SIDE
3188,Tried the first hour or so of Tales of Arise and it's already showing good sign Only major issue I have is the lack of the local co op I've come to expect from Tales
3189,well if I’ve learnt one thing this week it’s that there is nothing more mortifying than having to watch back your own recorded talk during a conference
3190,I can’t quite believe I went to the gym last night instead of the pub
3191,can’t believe I’m weighing up spending £12 50 on a hotel chocolate advent calendar for myself but the heart want what it want 😕
3192,why do david dobrik &amp ben platt give off the same energy
3193,how doe one go about not making thing up and then convincing yourself that the thing you’ve made up is true what would u call that wrong answer only
3194,why do i have bama rush fomo
3195,If you wear a bandana a your mask I’m only going to do the logical thing and assume you’re a cowboy
3196,Watched the #matthanock clip and immediately my mental health regressed and not just co he fucked the NHS
3197,There’s nothing more empowering than a new phone case
3198,Research based tip for helping your workforce recover reconnect and re engage
3199,Discover more of Maranda Ridgway's greeting card created for thinking of sending a #greetingscard for #Easter
3200,2br apt Notts city centre
3201,We live in a society that ha normalised debt a a part of our lifestyle Let's normalise saving up our money before buying thing
3202,Manage your personal budget and work out how best to invest your money to realise your goal
3203,Investing doesn’t need to be complicated Invest in a low cost global index fund or ETF over the long term have PAYtience and watch your money grow
3204,#BigNightIn Please send a virtual hug to Grandma Gwen in Liverpool from The Wigwoods in Coventry Separated only by mile of cuddle xxx
3205,#fancydressfriday #PEWithJoe ready to go
3206,Keep Watching the Skies UK will be able to see the Space Station and SpaceX rocket this evening 9 30 9 50 Perfect half term timing
3207,Is there anything better and more comforting to eat when you're ill than toast No there is not
3208,Lady Hale wearing the spookiest spider brooch I've ever seen to deliver a brutal smackdown is ICONIC
3209,I'm currently getting a Japanese straight perm so that I have the beautiful sleek hair of my dream
3210,Be nice to add more to my pot maybe one day i can give some away #Algorand
